,Happiness,Future,Hardwork,FWBscore,FSscore,FKscore,KHscore,Financial knowledge,Reliable,Self-commitment,Financial Goals,Goal confidence,Planning,Management,Expenses difficulty,Savings habit,Retirement savings,Non-retirement savings,Housing,Monthly payment,Home value,Remaining mortgage,Housing satisfaction,Savings amount,Smart investing,Poor investing,Number of earners,Income volatility,Material hardship,Benefits,Life shocks,Parents education,Finance taught,Materialism,Health,Stress,Probability of 75 years,Financial planning horizon,Household education,Education,Kids 0-7,Kids 7-12,Kids 13-17,Kids 18+,Self-employed,Full-time,Part-time,Homemaker,Student,Unable to work,Unemployed,Retired,Other employment,Military status,Age,Race,Female,House size,Marital status,Metro area,Percent of poverty line,Region,Poor county,Above med income
4149,6,6,6,55,56,1.0,0.7777777777777778,6,4,4,1,3,3.75,4.5,1,5,1,0,I rent,$500-749,Doesn't apply,-2,3,5,0,1,2,1,0,5,1,Graduate/professional degree,3,1.3333333333333333,4,2,90,4,Bachelors degree,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,"Active military (active, reserve, natl guard)",25-34,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Pacific,0,0
4150,7,7,7,86,60,1.0,1.0,7,5,5,1,4,4.0,5.0,1,4,0,0,I own my home,Less than $300,"$150,000-249,999",1,4,6,0,0,2,1,0,0,0,Bachelors degree,6,3.3333333333333335,3,2,80,4,Graduate/professional degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),70-74,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
4151,4,4,3,24,33,1.0,0.8888888888888888,4,3,2,0,2,2.0,2.75,2,1,1,1,I rent,$500-749,Doesn't apply,-2,3,3,0,1,2,1,1,2,0,Less than high school,4,2.6666666666666665,4,2,100,2,Bachelors degree,Some college/Associate,0,0,0,0,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,55-61,Black - Non-Hispanic,1,3,Never married,1,200%+ FPL,Mid-Atlantic,0,1
4152,7,7,7,68,61,0.0,0.7777777777777778,4,5,4,1,4,4.0,5.0,1,5,1,0,I do not currently own or rent,$500-749,Doesn't apply,-2,4,4,0,1,1,1,0,4,0,Bachelors degree,6,1.3333333333333333,5,3,98,5,Bachelors degree,Some college/Associate,0,0,0,0,0,0,1,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,3,Never married,1,200%+ FPL,Mid-Atlantic,0,1
4153,7,7,7,63,82,1.0,0.6666666666666666,5,5,5,1,4,5.0,4.25,1,5,0,0,I own my home,"$1,000-1,499","$150,000-249,999",3,4,4,0,0,2,2,0,2,1,High school degree/GED,4,2.0,3,1,100,3,Some college/Associate,Some college/Associate,0,0,1,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,55-61,Black - Non-Hispanic,1,2,Widowed,1,100%-199% FPL,Pacific,1,0
4154,6,6,6,76,66,1.0,0.8888888888888888,6,5,4,1,4,5.0,5.0,1,5,1,1,I own my home,Prefer not to say,"$400,000 or more",1,4,99,0,1,2,1,0,4,2,Bachelors degree,5,1.6666666666666667,4,3,95,4,Graduate/professional degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,0,2,Married,1,200%+ FPL,New England,0,1
4155,3,2,5,39,42,0.6666666666666666,0.5555555555555556,2,3,2,0,3,4.25,3.5,2,1,0,0,I do not currently own or rent,$500-749,Doesn't apply,-2,4,3,0,1,2,2,0,0,0,High school degree/GED,3,2.3333333333333335,2,3,10,2,Some college/Associate,High school degree/GED,0,0,0,0,0,0,0,0,0,0,1,0,0,Neither Active nor Veteran,55-61,Black - Non-Hispanic,0,2,Never married,1,100%-199% FPL,South Atlantic,1,0
4156,7,7,7,46,45,1.0,0.6666666666666666,4,4,4,1,4,4.25,4.5,2,5,-1,1,I rent,"$1,000-1,499",Doesn't apply,-2,4,5,0,0,2,1,0,3,2,High school degree/GED,4,3.3333333333333335,3,4,100,3,High school degree/GED,High school degree/GED,0,2,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Hispanic,0,4,Married,1,100%-199% FPL,Pacific,1,0
4157,7,5,1,66,57,0.6666666666666666,0.6666666666666666,3,3,4,0,3,4.25,4.25,1,5,0,1,I own my home,Less than $300,"Less than $150,000",1,4,3,0,0,1,2,0,2,0,High school degree/GED,4,3.3333333333333335,3,1,3,3,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,1,0,0,0,Neither Active nor Veteran,55-61,Other - Non-Hispanic,1,2,Married,1,200%+ FPL,West-South Central,0,0
4158,3,3,4,57,42,0.6666666666666666,0.6666666666666666,5,5,2,1,3,2.0,4.25,1,4,1,0,I do not currently own or rent,"$1,000-1,499",Doesn't apply,-2,2,5,0,1,2,1,0,4,0,High school degree/GED,7,2.6666666666666665,4,4,100,2,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,1,1,Married,0,200%+ FPL,South Atlantic,1,1
4159,5,3,4,60,48,1.0,0.8888888888888888,5,5,4,1,4,4.0,4.25,1,6,1,1,I rent,$500-749,Doesn't apply,-2,3,5,0,1,3,1,0,4,0,Bachelors degree,2,2.0,5,2,85,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Other - Non-Hispanic,0,4,Living with partner,1,200%+ FPL,Pacific,0,1
4160,6,6,6,62,64,1.0,0.7777777777777778,5,5,5,1,4,3.5,5.0,1,6,1,1,I rent,$750-999,Doesn't apply,-2,4,99,0,1,2,1,0,2,0,Bachelors degree,3,1.3333333333333333,4,3,85,5,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,2,Married,1,200%+ FPL,East-North Central,0,1
4161,4,5,5,50,82,0.3333333333333333,0.2222222222222222,6,5,5,1,4,3.75,4.0,2,5,0,0,I rent,$750-999,Doesn't apply,-2,1,99,0,1,2,2,0,2,2,Less than high school,6,3.3333333333333335,3,3,100,5,Less than high school,Less than high school,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,Other - Non-Hispanic,1,3,Married,1,100%-199% FPL,Mid-Atlantic,1,0
4162,5,7,7,45,44,0.0,0.8888888888888888,5,4,4,1,3,3.75,3.75,2,6,1,1,I own my home,$750-999,"Less than $150,000",2,3,4,0,1,2,1,0,4,0,Graduate/professional degree,6,4.333333333333333,3,3,100,2,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,1,2,Living with partner,1,200%+ FPL,West-South Central,0,1
4163,6,6,6,67,49,1.0,0.5555555555555556,4,4,4,1,4,3.5,5.0,1,6,0,1,I do not currently own or rent,I dont know,Doesn't apply,-2,4,5,0,1,1,1,0,3,0,Bachelors degree,6,3.0,5,4,100,4,Bachelors degree,Some college/Associate,0,0,0,0,0,0,1,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,2,Never married,1,200%+ FPL,West-South Central,1,1
4164,7,7,7,56,52,1.0,0.6666666666666666,5,4,3,1,3,3.75,3.25,1,5,1,1,I own my home,"$1,000-1,499","$150,000-249,999",2,4,4,0,0,1,2,0,5,1,Bachelors degree,5,1.3333333333333333,3,2,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Black - Non-Hispanic,1,2,Divorced/Separated,1,200%+ FPL,South Atlantic,0,0
4165,3,5,5,29,23,1.0,0.7777777777777778,2,2,2,0,2,2.0,2.25,3,1,0,0,I do not currently own or rent,Less than $300,Doesn't apply,-2,4,1,0,1,2,1,0,0,1,Some college/Associate,6,3.0,3,5,75,3,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,1,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,5,Never married,0,100%-199% FPL,East-South Central,1,1
4166,6,6,7,63,61,1.0,0.7777777777777778,6,5,4,1,3,3.25,5.0,1,5,0,0,I own my home,"$1,500-1,999","$400,000 or more",2,4,7,0,1,2,3,1,1,1,Graduate/professional degree,6,3.3333333333333335,4,4,95,4,Graduate/professional degree,Bachelors degree,0,0,0,0,1,0,0,0,0,0,0,0,0,Spouse/dependent Veteran,62-69,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Pacific,0,1
4167,4,4,5,50,62,1.0,0.4444444444444444,5,4,5,0,3,5.0,5.0,1,6,0,0,I rent,$300-499,Doesn't apply,-2,3,3,0,1,3,2,0,2,0,Graduate/professional degree,6,3.0,2,5,80,1,Some college/Associate,Some college/Associate,0,0,0,0,0,0,1,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,3,Never married,1,200%+ FPL,Pacific,1,1
4168,5,6,5,64,55,1.0,0.7777777777777778,6,4,3,0,3,3.0,5.0,1,6,0,0,I rent,"$1,000-1,499",Doesn't apply,-2,3,6,0,1,1,1,0,2,0,Some college/Associate,0,2.3333333333333335,3,4,20,4,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,South Atlantic,1,1
4169,5,5,3,55,56,1.0,0.8888888888888888,4,4,4,1,4,3.25,4.5,1,6,1,0,I own my home,"$1,000-1,499","$250,000-399,999",2,4,6,0,1,2,1,0,3,0,High school degree/GED,3,1.3333333333333333,3,3,75,4,Graduate/professional degree,Bachelors degree,0,1,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,4,Married,1,200%+ FPL,South Atlantic,0,1
4170,7,7,7,46,38,1.0,0.6666666666666666,5,4,4,0,2,3.5,4.0,-1,2,0,0,I rent,$750-999,Doesn't apply,-2,4,5,0,1,2,1,0,0,0,Refused,1,3.6666666666666665,3,2,100,3,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,0
4171,7,6,6,52,61,1.0,0.7777777777777778,4,5,4,1,4,3.5,4.25,2,4,0,0,I rent,"$1,000-1,499",Doesn't apply,-2,4,3,0,1,2,2,1,0,0,High school degree/GED,3,2.3333333333333335,5,3,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,East-North Central,0,0
4172,7,4,7,70,57,0.6666666666666666,0.6666666666666666,5,5,4,0,4,3.75,3.75,-1,6,1,1,I own my home,$300-499,"Less than $150,000",1,3,6,0,0,1,1,0,4,4,Some college/Associate,3,2.0,4,4,50,2,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,0,1,Never married,0,<100% FPL,West-South Central,1,0
4173,2,5,7,50,54,0.3333333333333333,0.4444444444444444,5,4,4,1,4,3.5,3.75,3,4,0,0,I do not currently own or rent,Less than $300,Doesn't apply,-2,3,4,0,1,2,2,0,0,0,Graduate/professional degree,4,4.666666666666667,5,3,10,2,Graduate/professional degree,Some college/Associate,0,0,0,0,1,0,1,0,1,0,0,0,0,Neither Active nor Veteran,18-24,Hispanic,0,3,Never married,1,200%+ FPL,Pacific,1,1
4174,7,7,7,40,51,0.6666666666666666,0.4444444444444444,4,3,4,0,4,3.25,2.75,3,4,0,0,I rent,I dont know,Doesn't apply,-2,3,3,0,0,2,2,4,2,1,Some college/Associate,5,3.6666666666666665,4,4,80,2,Graduate/professional degree,High school degree/GED,0,0,0,0,0,0,0,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,5,Never married,1,200%+ FPL,East-North Central,0,1
4175,4,7,7,50,56,0.6666666666666666,0.2222222222222222,6,5,5,0,3,5.0,4.0,1,4,0,0,I rent,$500-749,Doesn't apply,-2,4,98,0,0,1,2,3,0,0,Some college/Associate,7,2.6666666666666665,2,3,60,1,High school degree/GED,Some college/Associate,0,0,0,0,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,0,2,Divorced/Separated,1,<100% FPL,East-North Central,1,0
4176,7,7,6,72,62,1.0,0.6666666666666666,6,5,5,1,4,3.75,4.75,1,5,1,1,I own my home,"$1,500-1,999","$250,000-399,999",2,4,6,0,1,2,2,0,4,2,Some college/Associate,7,3.0,4,4,75,3,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,3,Married,1,200%+ FPL,Mid-Atlantic,0,1
4177,3,5,4,54,77,1.0,0.8888888888888888,5,5,5,1,3,4.5,4.0,1,5,1,1,I own my home,"$1,500-1,999","$250,000-399,999",3,4,6,0,1,2,1,0,3,0,Some college/Associate,6,4.666666666666667,3,5,80,2,Graduate/professional degree,Graduate/professional degree,0,0,0,0,1,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,2,Married,1,200%+ FPL,East-North Central,0,1
4178,4,6,6,60,50,0.6666666666666666,1.0,5,5,4,1,4,4.5,4.75,1,6,1,1,I rent,"$2,000 or more",Doesn't apply,-2,2,7,0,1,2,1,0,3,2,High school degree/GED,1,1.3333333333333333,3,3,50,4,Graduate/professional degree,Bachelors degree,0,1,0,0,0,1,0,0,0,0,0,0,0,Spouse/dependent Active,35-44,Hispanic,1,3,Married,1,200%+ FPL,Pacific,1,1
4179,6,6,6,62,71,0.6666666666666666,0.8888888888888888,5,5,4,1,4,5.0,4.25,1,4,0,0,I own my home,"$1,000-1,499",Prefer not to say,99,4,99,0,1,2,1,0,2,0,High school degree/GED,0,1.0,5,2,100,1,Graduate/professional degree,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,2,Married,1,200%+ FPL,East-North Central,0,1
4180,5,5,5,14,25,0.3333333333333333,0.6666666666666666,7,5,1,-1,2,5.0,3.25,2,1,0,0,I own my home,$750-999,"$150,000-249,999",2,1,4,0,1,1,1,5,2,1,High school degree/GED,4,3.0,3,5,100,2,Graduate/professional degree,Bachelors degree,0,0,0,0,0,0,0,0,0,1,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,1,Widowed,0,200%+ FPL,East-South Central,1,1
4181,5,5,5,53,56,0.6666666666666666,0.7777777777777778,5,4,4,1,3,3.25,3.75,1,5,1,-1,I do not currently own or rent,"$1,000-1,499",Doesn't apply,-2,3,6,0,1,3,1,0,4,0,High school degree/GED,2,2.3333333333333335,4,4,100,4,High school degree/GED,High school degree/GED,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,3,Married,1,200%+ FPL,South Atlantic,0,1
4182,5,7,7,61,56,1.0,0.6666666666666666,4,4,4,0,3,3.25,3.25,1,5,0,0,I do not currently own or rent,$300-499,Doesn't apply,-2,4,98,0,1,2,1,0,1,0,Some college/Associate,6,4.0,4,3,90,4,Bachelors degree,Some college/Associate,0,0,0,0,0,0,0,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,3,Never married,1,200%+ FPL,New England,0,1
4183,1,3,4,21,54,1.0,0.6666666666666666,3,5,5,1,2,3.5,1.75,3,1,0,0,I do not currently own or rent,"$1,000-1,499",Doesn't apply,-2,1,1,1,0,2,2,4,0,2,Some college/Associate,6,2.3333333333333335,2,5,0,4,Bachelors degree,Some college/Associate,0,0,0,0,0,0,0,0,1,0,1,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,East-North Central,0,0
4184,6,7,5,55,33,1.0,0.5555555555555556,3,3,2,1,4,2.0,3.0,2,1,0,1,I rent,$750-999,Doesn't apply,-2,3,1,1,1,2,1,1,0,0,Less than high school,0,3.0,4,4,100,1,High school degree/GED,High school degree/GED,1,0,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,Hispanic,1,5,Never married,1,<100% FPL,Pacific,0,0
4185,7,7,7,56,57,1.0,0.5555555555555556,5,5,4,1,4,4.0,4.25,1,6,1,1,I own my home,"$1,000-1,499","$150,000-249,999",2,4,6,0,1,2,1,1,3,1,Some college/Associate,6,1.0,5,3,50,4,Bachelors degree,Some college/Associate,0,0,0,2,0,1,0,0,0,0,0,0,0,Spouse/dependent Veteran,45-54,White - Non-Hispanic,1,3,Married,1,200%+ FPL,East-North Central,0,1
4186,3,2,1,33,22,0.6666666666666666,0.7777777777777778,2,3,3,1,2,3.75,2.75,2,6,0,0,I rent,$300-499,Doesn't apply,-2,2,3,1,0,2,3,1,0,1,High school degree/GED,0,5.0,3,4,10,1,High school degree/GED,High school degree/GED,0,1,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Hispanic,1,3,Married,0,100%-199% FPL,East-South Central,1,0
4187,7,7,5,78,59,0.6666666666666666,0.8888888888888888,6,5,4,0,4,3.0,3.75,1,5,0,0,I own my home,Less than $300,"$400,000 or more",1,4,6,0,0,1,1,0,4,0,Graduate/professional degree,5,3.0,3,3,80,4,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),70-74,Black - Non-Hispanic,0,1,Widowed,1,200%+ FPL,East-North Central,0,1
4188,5,5,7,56,42,1.0,0.4444444444444444,4,5,4,1,4,3.25,3.75,2,5,1,1,I rent,"$1,000-1,499",Doesn't apply,-2,4,99,0,0,1,2,0,1,1,Some college/Associate,0,3.3333333333333335,4,3,85,1,Some college/Associate,Some college/Associate,0,1,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,Hispanic,1,4,Divorced/Separated,1,100%-199% FPL,Pacific,1,0
4189,6,6,4,77,54,1.0,1.0,6,5,4,1,4,3.0,4.75,1,6,1,1,I own my home,"$1,000-1,499","$250,000-399,999",2,4,6,0,1,2,1,0,3,0,High school degree/GED,4,2.6666666666666665,5,2,90,5,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,2,Married,1,200%+ FPL,West-South Central,0,1
4190,7,7,7,47,67,0.3333333333333333,0.2222222222222222,5,3,4,1,3,3.25,4.25,2,2,1,0,I rent,"$1,000-1,499",Doesn't apply,-2,4,3,0,0,2,3,4,3,1,Less than high school,6,4.0,2,4,99,3,Less than high school,Less than high school,0,0,0,0,0,1,0,0,0,0,0,0,0,Spouse/dependent Active,25-34,Hispanic,0,2,Married,1,<100% FPL,Pacific,1,0
4191,5,4,7,49,51,1.0,0.5555555555555556,4,4,3,0,2,3.25,3.0,3,3,0,0,I rent,Prefer not to say,Doesn't apply,-2,2,99,0,0,1,1,3,0,1,High school degree/GED,5,3.3333333333333335,2,3,0,3,Some college/Associate,High school degree/GED,2,0,1,0,0,0,0,0,0,0,1,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,5,Married,1,<100% FPL,Pacific,1,0
4192,6,6,5,57,45,1.0,1.0,6,5,4,1,4,3.75,3.25,1,4,1,0,I own my home,Less than $300,"$150,000-249,999",1,4,5,0,1,2,1,0,3,1,Some college/Associate,4,3.0,3,4,100,2,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,2,Divorced/Separated,0,200%+ FPL,Pacific,1,1
4193,5,5,5,43,46,1.0,0.6666666666666666,4,3,3,1,3,3.5,3.0,2,5,0,1,I rent,"$1,500-1,999",Doesn't apply,-2,3,3,0,1,2,1,3,3,2,Graduate/professional degree,4,2.3333333333333335,4,3,50,3,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
4194,4,5,5,55,47,1.0,0.8888888888888888,4,4,3,0,3,3.75,4.25,1,5,1,1,I rent,$500-749,Doesn't apply,-2,3,6,0,1,1,1,0,4,0,Bachelors degree,4,3.0,3,4,85,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Hispanic,0,1,Never married,1,200%+ FPL,West-North Central,0,0
4195,7,7,7,84,77,1.0,0.8888888888888888,6,5,4,0,4,2.5,5.0,1,6,0,0,I own my home,Less than $300,"$400,000 or more",1,4,7,0,1,2,2,0,1,0,Bachelors degree,6,1.3333333333333333,5,1,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,1,1
4196,5,6,6,46,48,1.0,0.7777777777777778,5,4,3,1,3,3.75,4.25,2,4,1,0,I own my home,$500-749,"Less than $150,000",2,3,3,0,1,1,3,0,3,3,High school degree/GED,1,2.0,4,5,50,3,Some college/Associate,High school degree/GED,0,0,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,3,Married,0,200%+ FPL,South Atlantic,1,0
4197,4,4,5,52,40,1.0,0.7777777777777778,4,3,4,0,3,3.0,3.0,1,-1,0,0,I own my home,"$1,000-1,499","$250,000-399,999",2,2,5,0,1,1,1,5,3,0,Graduate/professional degree,4,3.3333333333333335,4,2,80,2,Bachelors degree,Graduate/professional degree,0,0,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Other - Non-Hispanic,0,3,Married,1,200%+ FPL,West-South Central,0,1
4198,2,2,2,27,53,1.0,1.0,5,3,2,1,2,3.25,3.25,3,3,1,0,I rent,$750-999,Doesn't apply,-2,3,3,0,1,2,1,3,4,1,Some college/Associate,4,1.0,4,5,25,2,Some college/Associate,Some college/Associate,0,0,0,0,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,2,Never married,1,200%+ FPL,Pacific,0,0
4199,7,7,7,58,57,1.0,1.0,5,5,4,0,4,3.5,4.75,2,2,0,0,I own my home,$300-499,"Less than $150,000",1,4,4,0,1,2,1,0,0,0,High school degree/GED,2,2.0,2,4,100,3,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,1,1
4200,4,6,5,60,48,0.3333333333333333,0.5555555555555556,4,4,4,1,3,3.5,4.25,1,4,1,1,I own my home,"$1,500-1,999","$250,000-399,999",3,3,99,0,1,2,1,0,4,0,High school degree/GED,1,1.6666666666666667,2,3,100,2,High school degree/GED,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Spouse/dependent Veteran,62-69,White - Non-Hispanic,1,2,Married,1,200%+ FPL,South Atlantic,0,1
4201,6,6,6,54,52,0.6666666666666666,0.5555555555555556,6,4,4,1,3,3.75,4.0,1,4,0,0,I own my home,"$1,500-1,999","$250,000-399,999",2,4,4,0,1,1,2,0,0,0,Some college/Associate,3,3.0,4,3,100,1,Bachelors degree,Bachelors degree,0,0,0,0,1,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Black - Non-Hispanic,1,1,Never married,1,200%+ FPL,South Atlantic,1,1
4202,5,5,7,43,44,1.0,0.5555555555555556,5,5,3,0,3,2.75,4.0,1,5,0,1,I rent,$500-749,Doesn't apply,-2,2,4,0,1,1,1,0,1,1,Graduate/professional degree,6,3.6666666666666665,4,5,60,3,Graduate/professional degree,Some college/Associate,0,0,0,0,0,0,1,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,3,Never married,0,200%+ FPL,Pacific,0,1
4203,3,3,4,31,78,1.0,0.7777777777777778,6,5,3,1,2,4.0,3.75,2,4,0,-1,I own my home,"$1,000-1,499","$150,000-249,999",2,3,2,0,1,2,2,1,3,0,Some college/Associate,2,2.3333333333333335,2,5,85,1,Some college/Associate,Some college/Associate,1,2,1,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),35-44,White - Non-Hispanic,0,5,Married,1,200%+ FPL,East-North Central,1,1
4204,1,1,4,53,53,0.6666666666666666,0.5555555555555556,4,4,4,1,3,1.75,4.0,1,6,0,0,I own my home,Less than $300,"$150,000-249,999",1,4,6,0,1,2,1,0,0,1,High school degree/GED,4,1.6666666666666667,1,4,100,4,Some college/Associate,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,2,Married,1,200%+ FPL,West-South Central,0,1
4205,5,5,5,48,50,1.0,0.8888888888888888,4,4,4,1,3,3.5,4.75,2,5,1,0,I do not currently own or rent,$750-999,Doesn't apply,-2,4,4,0,1,2,1,1,3,0,Graduate/professional degree,6,2.6666666666666665,4,4,95,3,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,0,0,0,1,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,3,Never married,1,200%+ FPL,Pacific,0,1
4206,5,5,5,58,53,1.0,0.7777777777777778,5,5,4,1,4,3.75,3.0,1,5,1,1,I rent,"$1,000-1,499",Doesn't apply,-2,3,4,0,1,2,1,0,3,0,High school degree/GED,3,3.0,3,4,75,4,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Spouse/dependent Veteran,25-34,White - Non-Hispanic,1,2,Married,1,200%+ FPL,West-South Central,0,1
4207,5,5,6,33,43,1.0,1.0,5,3,3,0,2,3.5,2.25,2,4,1,1,I own my home,"$1,500-1,999","$250,000-399,999",3,4,4,0,1,2,2,0,4,2,Some college/Associate,7,2.6666666666666665,3,4,50,1,Bachelors degree,Some college/Associate,0,0,2,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,4,Married,1,200%+ FPL,West-North Central,0,1
4208,4,3,3,58,53,1.0,1.0,3,4,3,0,2,3.25,5.0,1,2,1,0,I own my home,"$1,000-1,499","$150,000-249,999",1,4,7,0,1,2,1,0,0,2,Less than high school,5,2.0,3,5,100,5,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,1,2,Married,1,200%+ FPL,South Atlantic,0,1
4209,4,5,5,48,42,1.0,0.6666666666666666,4,4,4,1,3,3.75,4.5,1,5,0,1,I do not currently own or rent,Less than $300,Doesn't apply,-2,3,98,1,1,-1,1,1,2,3,Some college/Associate,3,3.3333333333333335,4,5,50,3,Some college/Associate,Some college/Associate,0,0,0,0,0,0,1,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,4,Never married,0,200%+ FPL,East-South Central,1,1
4210,7,7,7,86,81,1.0,0.6666666666666666,5,5,5,1,4,3.75,4.5,1,5,1,0,I own my home,"$1,500-1,999","$250,000-399,999",3,4,4,0,1,1,1,0,2,0,High school degree/GED,6,1.3333333333333333,4,5,60,3,High school degree/GED,High school degree/GED,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Hispanic,1,3,Divorced/Separated,1,200%+ FPL,South Atlantic,0,1
